PUNTO,COMUNA,AÑO,MES,SEMANA,VIDRIO,PAPEL_Y_CARTON,METAL,PLASTICO_PET,TELGOPOR,PLASTICOS_TODOS_LOS_DEMAS,TETRA_BRICK,PEQUENIOS_ELECTRODOMESTICOS,APARATOS_ELECTRONICOS_EN_DESUSO,AVUS
PLAZA COLOMBIA,COMUNA 4,2016,ENERO,5, , , , , , , , , , 
PLAZA COLOMBIA,COMUNA 4,2016,FEBRERO,1,131.657,196.326,16.256,0,0,131.468,3.986, , , 
PLAZA COLOMBIA,COMUNA 4,2016,FEBRERO,2,157.103,426.584,39.012,0,4.813,214.508,8.636, , , 
PLAZA COLOMBIA,COMUNA 4,2016,FEBRERO,3,248.745,342.435,27.624,0,3.742,186.893,12.876, , , 
PLAZA COLOMBIA,COMUNA 4,2016,FEBRERO,4,220.368,301.766,12.77,0,1.664,207,3.54, , , 
PLAZA COLOMBIA,COMUNA 4,2016,JULIO,1,321.762,343.748,28.916,,2.894,206.546,11.186,,,
PLAZA COLOMBIA,COMUNA 4,2016,JULIO,2,396.772,342.35,29.445,,3.172,245.45,10.11,,,
PLAZA COLOMBIA,COMUNA 4,2016,JULIO,3,424.889,410.234,31.343,,6.983,300.703,14.306,,,
PLAZA COLOMBIA,COMUNA 4,2016,JULIO,4,336.475,430.801,32.148,,3.405,220.238,11.42,,,
PLAZA COLOMBIA,COMUNA 4,2016,JULIO,5,317.606,383.333,28.56,,2.23,232.361,8.423,,,
PLAZA COLOMBIA,COMUNA 4,2016,JUNIO,1,308.21,341.473,28.066, ,3.53,221.291,8.943, , , 
PLAZA COLOMBIA,COMUNA 4,2016,JUNIO,2,317.818,318.202,15.871, ,1.439,184.442,11.447, , , 
PLAZA COLOMBIA,COMUNA 4,2016,JUNIO,3,255.41,247.15,29.12, ,2.29,179.71,11.3, , , 
PLAZA COLOMBIA,COMUNA 4,2016,JUNIO,4,394.12,368.328,27.777, ,8.349,246.06,11.93, , , 
PLAZA COLOMBIA,COMUNA 4,2016,MARZO,1,274.772,435.436,25.29,0,4.821,250.039,13.672, , , 
PLAZA COLOMBIA,COMUNA 4,2016,MARZO,2,216.585,403.87,35.32,0,10.874,196.869,3.528, , , 
PLAZA COLOMBIA,COMUNA 4,2016,MARZO,3,197.699,360.52,24.874,0,0.851,202.836,19.265, , , 
PLAZA COLOMBIA,COMUNA 4,2016,MARZO,4,231.488,202.067,29.204,0,0.678,131.706,7.932, , , 
PLAZA COLOMBIA,COMUNA 4,2016,MAYO,1,428.95,481.38,39.54,0,23.27,281.97,20.1, , , 
PLAZA COLOMBIA,COMUNA 4,2016,MAYO,2,286.55,300.21,24.89,0,2.25,212.95,39.21, , , 
PLAZA COLOMBIA,COMUNA 4,2016,MAYO,3,246.55,326.8,22.09,0,1.66,169.69,6.98, , , 
PLAZA COLOMBIA,COMUNA 4,2016,MAYO,4,208.73,197.86,13.91,0,0.72,115.38,5.33, , , 
PLAZA COLOMBIA,COMUNA 4,2016,SEPTIEMBRE,1,426.306,365.297,33.5,,2.363,261.634,10.116,,,
PLAZA COLOMBIA,COMUNA 4,2016,SEPTIEMBRE,2,441.979,433.373,33.673,,1.236,227.853,9.298,,,
PLAZA COLOMBIA,COMUNA 4,2016,SEPTIEMBRE,3,387.569,408.198,30.524,,1.88,255.087,4.582,,,
PLAZA COLOMBIA,COMUNA 4,2016,SEPTIEMBRE,4,,,,,,,,,,
PLAZA COLOMBIA,COMUNA 4,2016,SEPTIEMBRE,5,,,,,,,,,,
PLAZA DON BOSCO,COMUNA 10,2015,ABRIL,1,501.84,484.38,29.37, ,3.09,334.25,1.9, , , 
PLAZA DON BOSCO,COMUNA 10,2015,ABRIL,2,479.546,530.302,43.156, ,3.025,310.2,8.287, , , 
PLAZA DON BOSCO,COMUNA 10,2015,ABRIL,3,399.132,415.406,41.06, ,2.359,292.65,5.169, , , 
PLAZA DON BOSCO,COMUNA 10,2015,ABRIL,4,451.543,484.279,33.803, ,6.137,398.608,11.791, , , 
PLAZA DON BOSCO,COMUNA 10,2015,ABRIL,5,302.36,298.51,28.77, ,3.65,296.41,2.74, , , 
PLAZA DON BOSCO,COMUNA 10,2015,AGOSTO,1,351.234,518.339,27.106,36.309,2.009,171.459,13.719, , , 
PLAZA DON BOSCO,COMUNA 10,2015,AGOSTO,2,330.385,377.15,22.985,10.459,0,97.206,6.142, , , 
PLAZA DON BOSCO,COMUNA 10,2015,AGOSTO,3,313.011,409.498,24.029,85.323,0,137.138,3.24, , , 
PLAZA DON BOSCO,COMUNA 10,2015,AGOSTO,4,524.939,598.28,36.254,77.514,0,241.092,7.989, , , 
PLAZA DON BOSCO,COMUNA 10,2015,AGOSTO,5,438.865,628.984,38.636,53.673,0,186.543,2.764, , , 
PLAZA DON BOSCO,COMUNA 10,2015,DICIEMBRE,1,946.893,762.729,69.265,0,29.253,470.266,19.731, , , 
PLAZA DON BOSCO,COMUNA 10,2015,DICIEMBRE,2,813.709,700.959,60.763,0,11.141,386.138,26.7, , , 
PLAZA DON BOSCO,COMUNA 10,2015,DICIEMBRE,3,902.322,763.103,68.176,0,9.778,430.767,24.271, , , 
PLAZA DON BOSCO,COMUNA 10,2015,DICIEMBRE,4,968.482,757.489,77.55,0,10.519,286.184,23.291, , , 
PLAZA DON BOSCO,COMUNA 10,2015,DICIEMBRE,5,1156.011,805.141,51.151,0,8.657,251.652,13.13, , , 
PLAZA DON BOSCO,COMUNA 10,2015,ENERO,1,557.66,402.76,23.87, ,1.87,205.43, , , , 
PLAZA DON BOSCO,COMUNA 10,2015,ENERO,2,415.72,364.87,27.24, ,3.5,202.52, , , , 
PLAZA DON BOSCO,COMUNA 10,2015,ENERO,3,563.78,554.82,35.75, ,5.48,323.46, , , , 
PLAZA DON BOSCO,COMUNA 10,2015,ENERO,4,392.08,786.59,34.99, ,4.26,275.8, , , , 
PLAZA DON BOSCO,COMUNA 10,2015,ENERO,5,448.69,518.41,30.13, ,4.77,245.52, , , , 
PLAZA DON BOSCO,COMUNA 10,2015,FEBRERO,1,402.26,472.55,19.78, ,3.54,263.78, , , , 
PLAZA DON BOSCO,COMUNA 10,2015,FEBRERO,2,415.72,374.87,27.24, ,3.5,222.52, , , , 
PLAZA DON BOSCO,COMUNA 10,2015,FEBRERO,3,452.82,687.17,37.62, ,3.89,288.79, , , , 
PLAZA DON BOSCO,COMUNA 10,2015,FEBRERO,4,492.79,567.16,13.51, ,2.46,302, , , , 
PLAZA DON BOSCO,COMUNA 10,2015,JULIO,1,286.937,355.029,8.355,148.99,1.244,138.156,14.73, , , 
PLAZA DON BOSCO,COMUNA 10,2015,JULIO,2,271.422,480.53,6.834,74.821,1.18,162.334,8.519, , , 
PLAZA DON BOSCO,COMUNA 10,2015,JULIO,3,526.4,549.239,38.85,164.975,0.833,205.972,12.488, , , 
PLAZA DON BOSCO,COMUNA 10,2015,JULIO,4,475.1,538.66,42.22,17.99,3.62,193.97,13.09, , , 
PLAZA DON BOSCO,COMUNA 10,2015,JUNIO,1,280.346,389.28,22.529,114.269,0,193.252,180.346, , , 
PLAZA DON BOSCO,COMUNA 10,2015,JUNIO,2,257.83,361.71,10.391,120.304,0,195.353,6.319, , , 
PLAZA DON BOSCO,COMUNA 10,2015,JUNIO,3,323.771,453.646,12.482,99.018,0,178.533,4.52, , , 
PLAZA DON BOSCO,COMUNA 10,2015,JUNIO,4,284.374,321.333,9.812,39.678,0,130.614,5.84, , , 
PLAZA DON BOSCO,COMUNA 10,2015,JUNIO,5, , , , , , , , , , 
PLAZA DON BOSCO,COMUNA 10,2015,MARZO,1,399.4,576.65,35.41, ,4.74,269.74, , , , 
PLAZA DON BOSCO,COMUNA 10,2015,MARZO,2,481.5,605.77,40.51, ,2.78,372.58, , , , 
PLAZA DON BOSCO,COMUNA 10,2015,MARZO,3,446.83,534.64,33.04, ,4.53,297.32, , , , 
PLAZA DON BOSCO,COMUNA 10,2015,MARZO,4,508.37,609,47.38, ,3.5,315.06, , , , 
PLAZA DON BOSCO,COMUNA 10,2015,MAYO,1,233.421,303.159,4.129,230.59,0,187.242,22.368, , , 
PLAZA DON BOSCO,COMUNA 10,2015,MAYO,2,289.757,361.597,8.246,199.807,0,214.325,27.516, , , 
PLAZA DON BOSCO,COMUNA 10,2015,MAYO,3,255.348,334.451,21.387,206.099,0,238.381,7.369, , , 
PLAZA DON BOSCO,COMUNA 10,2015,MAYO,4,412.52,708.197,27.917,167.652,1.528,210.729,12.971, , , 
PLAZA DON BOSCO,COMUNA 10,2015,NOVIEMBRE,1,487.386,598.554,32.044,0,2.031,183.793,5.444, , , 
PLAZA DON BOSCO,COMUNA 10,2015,NOVIEMBRE,2,498.229,528.862,50.402,0,0,245.653,16.597, , , 
PLAZA DON BOSCO,COMUNA 10,2015,NOVIEMBRE,3,520.392,651.444,26.427,0,0,208.251,12.563, , , 
PLAZA DON BOSCO,COMUNA 10,2015,NOVIEMBRE,4,596.997,865.019,61.982,0,17.834,357.055,27.672, , , 
PLAZA DON BOSCO,COMUNA 10,2015,NOVIEMBRE,5, , , , , , , , , , 
PLAZA DON BOSCO,COMUNA 10,2015,OCTUBRE,1,363.691,653.066,24.356,63.304,0,243.136,10.32, , , 
PLAZA DON BOSCO,COMUNA 10,2015,OCTUBRE,2,363.486,598.432,36.039,0,0.8,228.567,6.827, , , 
PLAZA DON BOSCO,COMUNA 10,2015,OCTUBRE,3,479.39,430.324,42.174,0,0.747,192.988,14.055, , , 
PLAZA DON BOSCO,COMUNA 10,2015,OCTUBRE,4,602.438,517.449,31.021,0,0,232.695,8.134, , , 
PLAZA DON BOSCO,COMUNA 10,2015,SEPTIEMBRE,1,467.492,544.812,69.745,30.732,1.752,229.081,9.677, , , 
PLAZA DON BOSCO,COMUNA 10,2015,SEPTIEMBRE,2,387.779,496.266,35.041,117.443,2.653,263.999,6.926, , , 
PLAZA DON BOSCO,COMUNA 10,2015,SEPTIEMBRE,3,503.876,366.344,43.27,244.164,0,200.134,18.318, , , 
PLAZA DON BOSCO,COMUNA 10,2015,SEPTIEMBRE,4,487.634,491.99,32.93,71.673,0.965,241.254,9.268, , , 
PLAZA DON BOSCO,COMUNA 10,2016,ABRIL,1,917.837,709.188,112.204,0,14.848,346.291,27.313, , , 
PLAZA DON BOSCO,COMUNA 10,2016,ABRIL,2,833.504,1063.384,84.905,0,15.752,468.266,24.246, , , 
PLAZA DON BOSCO,COMUNA 10,2016,ABRIL,3,725.06,746.85,59.54,0,9.85,323.96,11.19, , , 
PLAZA DON BOSCO,COMUNA 10,2016,ABRIL,4,894,1305.05,121.22,0,19.53,575.32,31.38, , , 
PLAZA DON BOSCO,COMUNA 10,2016,ABRIL,5,476.01,505.24,45.74,0,10.49,254.1,17.43, , , 
PLAZA DON BOSCO,COMUNA 10,2016,AGOSTO,1,1153.981,852.163,65.274,,10.307,439.227,22.113,,,
PLAZA DON BOSCO,COMUNA 10,2016,AGOSTO,2,814.198,698.195,84.339,,7.339,286.04,21.519,,,
PLAZA DON BOSCO,COMUNA 10,2016,AGOSTO,3,1078.894,744.433,81.951,,6.241,347.59,22.857,,,
PLAZA DON BOSCO,COMUNA 10,2016,AGOSTO,4,765.141,697.991,60.594,,4.884,266.242,19.667,,,
PLAZA DON BOSCO,COMUNA 10,2016,ENERO,1,523.149,683.449,36.417,0,3.48,246.157,10.458, , , 
PLAZA DON BOSCO,COMUNA 10,2016,ENERO,2,845.32,702.655,46.768,0,4.366,373.768,9.587, , , 
PLAZA DON BOSCO,COMUNA 10,2016,ENERO,3,618.528,493.188,65.946,0,12.813,282.109,25.98, , , 
PLAZA DON BOSCO,COMUNA 10,2016,ENERO,4,582.815,805.145,91.971,0,12.594,367.553,24.925, , , 
PLAZA DON BOSCO,COMUNA 10,2016,ENERO,5, , , , , , , , , , 
PLAZA DON BOSCO,COMUNA 10,2016,FEBRERO,1,470.035,614.664,45.13,0,13.446,260.301,16.397, , , 
PLAZA DON BOSCO,COMUNA 10,2016,FEBRERO,2,690.059,807.391,83.124,0,19.58,332.111,37.713, , , 
PLAZA DON BOSCO,COMUNA 10,2016,FEBRERO,3,759.161,803.086,92.122,0,26.858,443.128,33.506, , , 
PLAZA DON BOSCO,COMUNA 10,2016,FEBRERO,4,738.214,791.412,115.383,0,22.282,418.541,40.72, , , 
PLAZA DON BOSCO,COMUNA 10,2016,JULIO,1,699.869,535.413,58.836,,7.057,228.424,17.782,,,
PLAZA DON BOSCO,COMUNA 10,2016,JULIO,2,602.757,743.168,90.666,,25.041,313.803,14.194,,,
PLAZA DON BOSCO,COMUNA 10,2016,JULIO,3,895.162,"1,009,085",54.402,,10.469,374.041,21.095,,,
PLAZA DON BOSCO,COMUNA 10,2016,JULIO,4,907,829.138,64.557,,7.22,310.233,12.379,,,
PLAZA DON BOSCO,COMUNA 10,2016,JULIO,5,898.453,661.899,53.394,,2.396,263.326,16.083,,,
PLAZA DON BOSCO,COMUNA 10,2016,JUNIO,1,868.619,975.868,74.549, ,10.434,544.159,26.386, , , 
PLAZA DON BOSCO,COMUNA 10,2016,JUNIO,2, ,870.687,108.663, ,13.007,470.618,32.701, , , 
PLAZA DON BOSCO,COMUNA 10,2016,JUNIO,3,826.83,659.32,58.54, ,6.3,327.89,20.35, , , 
PLAZA DON BOSCO,COMUNA 10,2016,JUNIO,4,784.837,627.938,41.457, ,9.03,303.025,23.018, , , 
PLAZA DON BOSCO,COMUNA 10,2016,MARZO,1,776.09,906.198,99.205,0,19.5,472.135,42.795, , , 
PLAZA DON BOSCO,COMUNA 10,2016,MARZO,2,793.009,763.6,86.098,0,20.891,400.753,28.447, , , 
PLAZA DON BOSCO,COMUNA 10,2016,MARZO,3,674.89,641.921,53.975,0,9.835,206.429,15.291, , , 
PLAZA DON BOSCO,COMUNA 10,2016,MARZO,4,417.204,421.831,54.865,0,7.93,206.769,14.846, , , 
PLAZA DON BOSCO,COMUNA 10,2016,MAYO,1,1114,955.67,87.49,0,14.69,569.81,34.16, , , 
PLAZA DON BOSCO,COMUNA 10,2016,MAYO,2,682.53,848.56,44.46,0,7.36,521,15.98, , , 
PLAZA DON BOSCO,COMUNA 10,2016,MAYO,3,558.39,828.29,63.66,0,4.1,323.89,31.07, , , 
PLAZA DON BOSCO,COMUNA 10,2016,MAYO,4,575.88,237.35,65.07,0,2.06,343.99,15.82, , , 
PLAZA DON BOSCO,COMUNA 10,2016,SEPTIEMBRE,1,1104.11,937.935,98.717,,27.187,418.55,19.991,,,
PLAZA DON BOSCO,COMUNA 10,2016,SEPTIEMBRE,2,802.831,780.344,84.681,,14.033,356.502,19.086,,,
PLAZA DON BOSCO,COMUNA 10,2016,SEPTIEMBRE,3,859.787,1106.133,85.243,,12.308,456.148,22.067,,,
PLAZA DON BOSCO,COMUNA 10,2016,SEPTIEMBRE,4,,,,,,,,,,
PLAZA DON BOSCO,COMUNA 10,2016,SEPTIEMBRE,5,,,,,,,,,,
PLAZA GUEMES,COMUNA 14,2015,ABRIL,1,96.37,164.41,11.94, ,0.85,63.24,3.53, , , 
PLAZA GUEMES,COMUNA 14,2015,ABRIL,2,146.368,193.735,15.272, ,2.978,76.697,6.035, , , 
PLAZA GUEMES,COMUNA 14,2015,ABRIL,3,115.738,215.526,14.102, ,2.15,76.682,4.669, , , 
PLAZA GUEMES,COMUNA 14,2015,ABRIL,4,132.724,176.894,12.425, ,2.628,62.292,9.948, , , 
PLAZA GUEMES,COMUNA 14,2015,ABRIL,5,92.14,84.75,3.87, ,0,42.98,2.75, , , 
PLAZA GUEMES,COMUNA 14,2015,AGOSTO,1,176.904,258.929,16.043,38.814,1.162,81.976,7.326, , , 
PLAZA GUEMES,COMUNA 14,2015,AGOSTO,2,119.848,184.851,13.356,25.415,0,63.95,2.83, , , 
PLAZA GUEMES,COMUNA 14,2015,AGOSTO,3,125.952,129.487,13.746,18.462,0,42.992,4.371, , , 
PLAZA GUEMES,COMUNA 14,2015,AGOSTO,4,185.687,294.171,20.21,29.733,3.276,83.587,7.735, , , 
PLAZA GUEMES,COMUNA 14,2015,AGOSTO,5,195.996,281.058,25.544,50.345,0,111.26,8.462, , , 
PLAZA GUEMES,COMUNA 14,2015,DICIEMBRE,1,241.346,402.183,24.604,0,3.342,104.31,7.366, , , 
PLAZA GUEMES,COMUNA 14,2015,DICIEMBRE,2,222.944,271.665,24.276,0,5.868,104.485,9.986, , , 
PLAZA GUEMES,COMUNA 14,2015,DICIEMBRE,3,201.887,263.465,14.615,0,3.285,93.988,5.08, , , 
PLAZA GUEMES,COMUNA 14,2015,DICIEMBRE,4,227.505,287.922,17.059,0,2.635,99.307,5.409, , , 
PLAZA GUEMES,COMUNA 14,2015,DICIEMBRE,5,163.038,236.076,15.004,0,6.57,88.703,4.468, , , 
PLAZA GUEMES,COMUNA 14,2015,ENERO,1,65.47,88.25,4.03, ,0,19.46, , , , 
PLAZA GUEMES,COMUNA 14,2015,ENERO,2,80.06,162.61,9.85, ,0,78.13, , , , 
PLAZA GUEMES,COMUNA 14,2015,ENERO,3,93.66,176.73,9.46, ,1.16,57.08, , , , 
PLAZA GUEMES,COMUNA 14,2015,ENERO,4,83.58,186.95,7.23, ,1.01,58.99, , , , 
PLAZA GUEMES,COMUNA 14,2015,ENERO,5,126.88,203.52,13.02, ,1.42,73.29, , , , 
PLAZA GUEMES,COMUNA 14,2015,FEBRERO,1,79.92,167.65,1.31, ,0.24,68.72, , , , 
PLAZA GUEMES,COMUNA 14,2015,FEBRERO,2,80.06,172.61,9.85, ,0,88.13, , , , 
PLAZA GUEMES,COMUNA 14,2015,FEBRERO,3,84.22,190.76,10.04, ,0.35,52.04, , , , 
PLAZA GUEMES,COMUNA 14,2015,FEBRERO,4,67.81,149.55,6.97, ,1.61,71.38, , , , 
PLAZA GUEMES,COMUNA 14,2015,JULIO,1,217.372,301.405,18.075,58.643,0,88.245,9.044, , , 
PLAZA GUEMES,COMUNA 14,2015,JULIO,2,228.73,269.638,31.38,13.255,2.374,81.626,7.299, , , 
PLAZA GUEMES,COMUNA 14,2015,JULIO,3,147.793,350.109,24.656,26.138,2.756,79.684,8.468, , , 
PLAZA GUEMES,COMUNA 14,2015,JULIO,4,146.12,163.27,10.8,11.85,4.04,73.93,6.17, , , 
PLAZA GUEMES,COMUNA 14,2015,JUNIO,1,184.068,245.489,16.018,86.351,3.845,97.489,7.576, , , 
PLAZA GUEMES,COMUNA 14,2015,JUNIO,2,175.73,270.127,15.248,100.016,1.477,79.661,8.869, , , 
PLAZA GUEMES,COMUNA 14,2015,JUNIO,3,162.578,310.157,11.188,50.897,1.872,90.609,5.195, , , 
PLAZA GUEMES,COMUNA 14,2015,JUNIO,4,134.199,193.808,17.045,21.067,2.58,66.92,4.891, , , 
PLAZA GUEMES,COMUNA 14,2015,JUNIO,5, , , , , , , , , , 
PLAZA GUEMES,COMUNA 14,2015,MARZO,1,189.97,221.28,13.92, ,1.26,13.92, , , , 
PLAZA GUEMES,COMUNA 14,2015,MARZO,2,133.76,181.45,10.9, ,0.37,73, , , , 
PLAZA GUEMES,COMUNA 14,2015,MARZO,3,113.25,172.12,31.66, ,3.29,70.27, , , , 
PLAZA GUEMES,COMUNA 14,2015,MARZO,4,66.06,172.61,9.85, ,2.55,68.13, , , , 
PLAZA GUEMES,COMUNA 14,2015,MAYO,1,155.84,196.583,12.999,7.995,2.23,80.737,6.182, , , 
PLAZA GUEMES,COMUNA 14,2015,MAYO,2,154.568,244.307,25.635,77.184,5.126,90.56,8.444, , , 
PLAZA GUEMES,COMUNA 14,2015,MAYO,3,99.744,263.381,9.982,90.263,4.49,71.223,3.388, , , 
PLAZA GUEMES,COMUNA 14,2015,MAYO,4,180.935,294.067,12.607,153.444,4.384,82.766,7.201, , , 
PLAZA GUEMES,COMUNA 14,2015,NOVIEMBRE,1,207.307,248.311,18.257,0,6.381,103.858,9.257, , , 
PLAZA GUEMES,COMUNA 14,2015,NOVIEMBRE,2,198.855,191.021,20.81,0,1.874,115.309,9.937, , , 
PLAZA GUEMES,COMUNA 14,2015,NOVIEMBRE,3,152.95,181.573,20.297,0,3.285,84.63,9.089, , , 
PLAZA GUEMES,COMUNA 14,2015,NOVIEMBRE,4,145.427,182.535,17.943,0,7.459,80.73,6.125, , , 
PLAZA GUEMES,COMUNA 14,2015,NOVIEMBRE,5, , , , , , , , , , 
PLAZA GUEMES,COMUNA 14,2015,OCTUBRE,1,163.752,260.013,25.492,37.255,1.342,97.619,6.819, , , 
PLAZA GUEMES,COMUNA 14,2015,OCTUBRE,2,138.773,216.466,18.454,0,3.089,82.103,5.546, , , 
PLAZA GUEMES,COMUNA 14,2015,OCTUBRE,3,158.59,228.656,24.793,0,0,82.761,7.24, , , 
PLAZA GUEMES,COMUNA 14,2015,OCTUBRE,4,125.728,198.822,21.188,0,0,72.65,4.796, , , 
PLAZA GUEMES,COMUNA 14,2015,SEPTIEMBRE,1,191.593,262.782,18.572,24.409,0,102.59,5.643, , , 
PLAZA GUEMES,COMUNA 14,2015,SEPTIEMBRE,2,157.663,252.101,17.882,27.456,0,81.375,4.964, , , 
PLAZA GUEMES,COMUNA 14,2015,SEPTIEMBRE,3,162.522,284.615,27.23,18.448, ,95.971,8.247, , , 
PLAZA GUEMES,COMUNA 14,2015,SEPTIEMBRE,4,184.124,227.339,18.47,12.929,0,68.428,4.612, , , 
PLAZA GUEMES,COMUNA 14,2016,ABRIL,1,177.966,216.824,35.425,0,2.992,100.746,7.369, , , 
PLAZA GUEMES,COMUNA 14,2016,ABRIL,2,277.506,297.523,23.917,0,2.643,128.558,9.959, , , 
PLAZA GUEMES,COMUNA 14,2016,ABRIL,3,126.93,280.82,12.37,0,0,69.72,10.14, , , 
PLAZA GUEMES,COMUNA 14,2016,ABRIL,4,285,316.14,24.95,0,3.44,120.32,10.94, , , 
PLAZA GUEMES,COMUNA 14,2016,ABRIL,5,175.23,183.15,15.67,0,1.76,91.06,3.16, , , 
PLAZA GUEMES,COMUNA 14,2016,AGOSTO,1,225.14,420.072,20.759,,3.915,126.969,4.9,,,4.4
PLAZA GUEMES,COMUNA 14,2016,AGOSTO,2,222.359,407.207,13.068,,1.208,105.279,1.355,,,29.92
PLAZA GUEMES,COMUNA 14,2016,AGOSTO,3,232.15,272.99,13.97,,0,107.585,1.318,,,2.2
PLAZA GUEMES,COMUNA 14,2016,AGOSTO,4,195.804,190.3,8.076,,1.133,71.75,1.385,,,61.6
PLAZA GUEMES,COMUNA 14,2016,ENERO,1,154.137,203.483,16.696,0,5.269,70.945,4.936, , , 
PLAZA GUEMES,COMUNA 14,2016,ENERO,2,178.137,212.636,21.23,0,3.794,102.125,5.559, , , 
PLAZA GUEMES,COMUNA 14,2016,ENERO,3,152.005,380.306,17.601,0,6.385,92.551,4.413, , , 
PLAZA GUEMES,COMUNA 14,2016,ENERO,4,197.117,213.316,18.755,0,8.816,109.866,5.362, , , 
PLAZA GUEMES,COMUNA 14,2016,ENERO,5, , , , , , , , , , 
PLAZA GUEMES,COMUNA 14,2016,FEBRERO,1,140.903,270.282,15.915,0,0,87.036,4.489, , , 
PLAZA GUEMES,COMUNA 14,2016,FEBRERO,2,134.287,171.38,11.597,0,0,72.658,2.379, , , 
PLAZA GUEMES,COMUNA 14,2016,FEBRERO,3,155.272,262.802,30.381,0,2.949,105.682,11.629, , , 
PLAZA GUEMES,COMUNA 14,2016,FEBRERO,4,137.561,201.497,13.208,0,1.315,61.409,3.604, , , 
PLAZA GUEMES,COMUNA 14,2016,JULIO,1,247.883,284.506,8.005,,1.102,83.073,5.831,,,
PLAZA GUEMES,COMUNA 14,2016,JULIO,2,235.229,178.509,10.555,,1.139,98.467,2.312,,,2.64
PLAZA GUEMES,COMUNA 14,2016,JULIO,3,254.095,283.8,20.227,,7.427,111.346,3.482,,,4.4
PLAZA GUEMES,COMUNA 14,2016,JULIO,4,229.126,316.267,13.98,,1,83.18,7.249,,,6.16
PLAZA GUEMES,COMUNA 14,2016,JULIO,5,200.961,205.719,17.017,,0,89.057,2.463,,,17.6
PLAZA GUEMES,COMUNA 14,2016,JUNIO,1,192.868,195.391,12.082, ,4.659,88.921,9.628, , , 
PLAZA GUEMES,COMUNA 14,2016,JUNIO,2,260.736,254.139,19.861, ,1.496,111.851,4.999, , , 
PLAZA GUEMES,COMUNA 14,2016,JUNIO,3,199.91,231.58,18.54, ,0,93.23,1, , , 
PLAZA GUEMES,COMUNA 14,2016,JUNIO,4,225.375,285.465,12.865, ,0,98.034,5.413, , , 
PLAZA GUEMES,COMUNA 14,2016,MARZO,1,211.573,299.564,22.375,0,2.418,148.83,9.68, , , 
PLAZA GUEMES,COMUNA 14,2016,MARZO,2,153,266.034,16.42,0,0,107.638,6.179, , , 
PLAZA GUEMES,COMUNA 14,2016,MARZO,3,217.895,298.626,25.959,0,2.158,127.107,4.564, , , 
PLAZA GUEMES,COMUNA 14,2016,MARZO,4,138.156,186.495,15.85,0,0,62.524,4.037, , , 
PLAZA GUEMES,COMUNA 14,2016,MAYO,1,301.51,308.54,23.74,0,2.03,139.01,13.56, , , 
PLAZA GUEMES,COMUNA 14,2016,MAYO,2,204.16,304.51,27.52,0,5.33,115.46,9.36, , , 
PLAZA GUEMES,COMUNA 14,2016,MAYO,3,148.34,209.96,16.69,0,1.96,79.27,7.95, , , 
PLAZA GUEMES,COMUNA 14,2016,MAYO,4,183.68,281.57,18.55,0,2.47,90.88,6.71, , , 
PLAZA GUEMES,COMUNA 14,2016,OCTUBRE,1,,,,,,,,,,
PLAZA GUEMES,COMUNA 14,2016,OCTUBRE,2,,,,,,,,,,
PLAZA GUEMES,COMUNA 14,2016,OCTUBRE,3,,,,,,,,,,13.2
PLAZA GUEMES,COMUNA 14,2016,OCTUBRE,4,,,,,,,,,,17.95
PLAZA GUEMES,COMUNA 14,2016,SEPTIEMBRE,1,231.598,279.47,10.472,,1.239,118.839,5.801,,,3.52
PLAZA GUEMES,COMUNA 14,2016,SEPTIEMBRE,2,226.908,243.025,11.865,,0,111.354,4.866,,,11.44
PLAZA GUEMES,COMUNA 14,2016,SEPTIEMBRE,3,198.725,222.013,12.156,,0,126.524,1.021,,,27.28
PLAZA GUEMES,COMUNA 14,2016,SEPTIEMBRE,4,,,,,,,,,,13.2
PLAZA GUEMES,COMUNA 14,2016,SEPTIEMBRE,5,,,,,,,,,,17.6
PLAZA M BELGRANO,COMUNA 13,2015,ABRIL,1,62.72,112.03,8.97, ,2.06,62.12,0.76, , , 
PLAZA M BELGRANO,COMUNA 13,2015,ABRIL,2,124.887,219.628,27.144, ,2.148,101.357,0.447, , , 
PLAZA M BELGRANO,COMUNA 13,2015,ABRIL,3,142.142,275.698,11.982, ,1.417,68.182,2.912, , , 
PLAZA M BELGRANO,COMUNA 13,2015,ABRIL,4,112.584,172.749,7.702, ,2.591,85.429,3.925, , , 
PLAZA M BELGRANO,COMUNA 13,2015,ABRIL,5,92.347,82.309,0, ,1.387,60.662,0, , , 
PLAZA M BELGRANO,COMUNA 13,2015,AGOSTO,1,106.116,345.388,9.454,173.258,2.579,91.37,3.684, , , 
PLAZA M BELGRANO,COMUNA 13,2015,AGOSTO,2,30.43,55.617,14.059,102.595,1.019,14.799,4.254, , , 
PLAZA M BELGRANO,COMUNA 13,2015,AGOSTO,3,295.608,318.234,27.544,274.699,4.856,132.654,6.259, , , 
PLAZA M BELGRANO,COMUNA 13,2015,AGOSTO,4,161.088,328.055,11.606,523.054,4.842,109.632,6.269, , , 
PLAZA M BELGRANO,COMUNA 13,2015,AGOSTO,5,175.419,323.087,10.45,265.087,4.431,101.649,8.002, , , 
PLAZA M BELGRANO,COMUNA 13,2015,DICIEMBRE,1,75.662,182.707,10.186,0,1.798,97.004,5.384, , , 
