NOMBRE_PUNTO,COMUNA,AÑO,MES,SEMANA,VISITAS
SUDAMERICA,COMUNA 8,2015,AGOSTO,26/08 - 30/08,114
PARQUE AVELLANEDA,COMUNA 9,2015,AGOSTO,26/08 - 30/08,192
PARQUE SANTOJANNI,COMUNA 9,2015,AGOSTO,26/08 - 30/08,39
VELEZ SARFIELD,COMUNA 10,2015,AGOSTO,26/08 - 30/08,262
DON BOSCO,COMUNA 10,2015,AGOSTO,26/08 - 30/08,314
ARISTOBULO DEL VALLE,COMUNA 11,2015,AGOSTO,26/08 - 30/08,304
ARENALES,COMUNA 11,2015,AGOSTO,26/08 - 30/08,575
ALEM,COMUNA 12,2015,AGOSTO,26/08 - 30/08,344
PARQUE SAAVEDRA,COMUNA 12,2015,AGOSTO,26/08 - 30/08,275
MANUEL BELGRANO,COMUNA 13,2015,AGOSTO,26/08 - 30/08,267
BALCARCE,COMUNA 13,2015,AGOSTO,26/08 - 30/08,255
PALERMO VIEJO,COMUNA 14,2015,AGOSTO,26/08 - 30/08,60
CASTELLI,COMUNA 14,2015,AGOSTO,26/08 - 30/08,107
GUEMES,COMUNA 14,2015,AGOSTO,26/08 - 30/08,206
25 DE AGOSTO,COMUNA 15,2015,AGOSTO,26/08 - 30/08,0
PARQUE LOS ANDES,COMUNA 15,2015,AGOSTO,26/08 - 30/08,168
SAN MARTIN,COMUNA 1,2015,SEPTIEMBRE,02/09 - 06/09,106
MUJERES ARGENTINAS,COMUNA 1,2015,SEPTIEMBRE,02/09 - 06/09,43
VERA PEÑALOZA,COMUNA 1,2015,SEPTIEMBRE,02/09 - 06/09,175
MITRE,COMUNA 2,2015,SEPTIEMBRE,02/09 - 06/09,101
MONSEÑOR DE ANDREA,COMUNA 2,2015,SEPTIEMBRE,02/09 - 06/09,222
1RO DE MAYO,COMUNA 3,2015,SEPTIEMBRE,02/09 - 06/09,204
VELAZCO IBARRA,COMUNA 3,2015,SEPTIEMBRE,02/09 - 06/09,98
COLOMBIA,COMUNA 4,2015,SEPTIEMBRE,02/09 - 06/09,193
PARQUE PATRICIOS,COMUNA 4,2015,SEPTIEMBRE,02/09 - 06/09,182
BOEDO,COMUNA 5,2015,SEPTIEMBRE,02/09 - 06/09,255
ALMAGRO,COMUNA 5,2015,SEPTIEMBRE,02/09 - 06/09,275
PARQUE RIVADAVIA,COMUNA 6,2015,SEPTIEMBRE,02/09 - 06/09,379
PARQUE CENTENARIO,COMUNA 6,2015,SEPTIEMBRE,02/09 - 06/09,399
PARQUE CHACABUCO,COMUNA 7,2015,SEPTIEMBRE,02/09 - 06/09,265
PUEYRREDON,COMUNA 7,2015,SEPTIEMBRE,02/09 - 06/09,109
SOLDATI,COMUNA 8,2015,SEPTIEMBRE,02/09 - 06/09,0
SUDAMERICA,COMUNA 8,2015,SEPTIEMBRE,02/09 - 06/09,72
PARQUE AVELLANEDA,COMUNA 9,2015,SEPTIEMBRE,02/09 - 06/09,188
PARQUE SANTOJANNI,COMUNA 9,2015,SEPTIEMBRE,02/09 - 06/09,42
VELEZ SARFIELD,COMUNA 10,2015,SEPTIEMBRE,02/09 - 06/09,231
DON BOSCO,COMUNA 10,2015,SEPTIEMBRE,02/09 - 06/09,317
ARISTOBULO DEL VALLE,COMUNA 11,2015,SEPTIEMBRE,02/09 - 06/09,303
ARENALES,COMUNA 11,2015,SEPTIEMBRE,02/09 - 06/09,679
ALEM,COMUNA 12,2015,SEPTIEMBRE,02/09 - 06/09,338
PARQUE SAAVEDRA,COMUNA 12,2015,SEPTIEMBRE,02/09 - 06/09,293
MANUEL BELGRANO,COMUNA 13,2015,SEPTIEMBRE,02/09 - 06/09,264
BALCARCE,COMUNA 13,2015,SEPTIEMBRE,02/09 - 06/09,225
PALERMO VIEJO,COMUNA 14,2015,SEPTIEMBRE,02/09 - 06/09,64
CASTELLI,COMUNA 14,2015,SEPTIEMBRE,02/09 - 06/09,86
GUEMES,COMUNA 14,2015,SEPTIEMBRE,02/09 - 06/09,184
25 DE AGOSTO,COMUNA 15,2015,SEPTIEMBRE,02/09 - 06/09,0
PARQUE LOS ANDES,COMUNA 15,2015,SEPTIEMBRE,02/09 - 06/09,141
SAN MARTIN,COMUNA 1,2015,SEPTIEMBRE,09/09 - 13/09,100
MUJERES ARGENTINAS,COMUNA 1,2015,SEPTIEMBRE,09/09 - 13/09,31
VERA PEÑALOZA,COMUNA 1,2015,SEPTIEMBRE,09/09 - 13/09,251
MITRE,COMUNA 2,2015,SEPTIEMBRE,09/09 - 13/09,94
MONSEÑOR DE ANDREA,COMUNA 2,2015,SEPTIEMBRE,09/09 - 13/09,220
1RO DE MAYO,COMUNA 3,2015,SEPTIEMBRE,09/09 - 13/09,127
VELAZCO IBARRA,COMUNA 3,2015,SEPTIEMBRE,09/09 - 13/09,69
COLOMBIA,COMUNA 4,2015,SEPTIEMBRE,09/09 - 13/09,125
PARQUE PATRICIOS,COMUNA 4,2015,SEPTIEMBRE,09/09 - 13/09,167
BOEDO,COMUNA 5,2015,SEPTIEMBRE,09/09 - 13/09,276
ALMAGRO,COMUNA 5,2015,SEPTIEMBRE,09/09 - 13/09,255
PARQUE RIVADAVIA,COMUNA 6,2015,SEPTIEMBRE,09/09 - 13/09,326
PARQUE CENTENARIO,COMUNA 6,2015,SEPTIEMBRE,09/09 - 13/09,382
PARQUE CHACABUCO,COMUNA 7,2015,SEPTIEMBRE,09/09 - 13/09,217
PUEYRREDON,COMUNA 7,2015,SEPTIEMBRE,09/09 - 13/09,99
SOLDATI,COMUNA 8,2015,SEPTIEMBRE,09/09 - 13/09,0
SUDAMERICA,COMUNA 8,2015,SEPTIEMBRE,09/09 - 13/09,69
PARQUE AVELLANEDA,COMUNA 9,2015,SEPTIEMBRE,09/09 - 13/09,182
PARQUE SANTOJANNI,COMUNA 9,2015,SEPTIEMBRE,09/09 - 13/09,33
VELEZ SARFIELD,COMUNA 10,2015,SEPTIEMBRE,09/09 - 13/09,217
DON BOSCO,COMUNA 10,2015,SEPTIEMBRE,09/09 - 13/09,319
ARISTOBULO DEL VALLE,COMUNA 11,2015,SEPTIEMBRE,09/09 - 13/09,325
ARENALES,COMUNA 11,2015,SEPTIEMBRE,09/09 - 13/09,539
ALEM,COMUNA 12,2015,SEPTIEMBRE,09/09 - 13/09,222
PARQUE SAAVEDRA,COMUNA 12,2015,SEPTIEMBRE,09/09 - 13/09,265
MANUEL BELGRANO,COMUNA 13,2015,SEPTIEMBRE,09/09 - 13/09,233
BALCARCE,COMUNA 13,2015,SEPTIEMBRE,09/09 - 13/09,196
PALERMO VIEJO,COMUNA 14,2015,SEPTIEMBRE,09/09 - 13/09,55
CASTELLI,COMUNA 14,2015,SEPTIEMBRE,09/09 - 13/09,102
GUEMES,COMUNA 14,2015,SEPTIEMBRE,09/09 - 13/09,165
25 DE AGOSTO,COMUNA 15,2015,SEPTIEMBRE,09/09 - 13/09,0
PARQUE LOS ANDES,COMUNA 15,2015,SEPTIEMBRE,09/09 - 13/09,144
SAN MARTIN,COMUNA 1,2015,SEPTIEMBRE,16/09 - 20/09,115
MUJERES ARGENTINAS,COMUNA 1,2015,SEPTIEMBRE,16/09 - 20/09,28
VERA PEÑALOZA,COMUNA 1,2015,SEPTIEMBRE,16/09 - 20/09,315
MITRE,COMUNA 2,2015,SEPTIEMBRE,16/09 - 20/09,106
MONSEÑOR DE ANDREA,COMUNA 2,2015,SEPTIEMBRE,16/09 - 20/09,246
1RO DE MAYO,COMUNA 3,2015,SEPTIEMBRE,16/09 - 20/09,240
VELAZCO IBARRA,COMUNA 3,2015,SEPTIEMBRE,16/09 - 20/09,59
COLOMBIA,COMUNA 4,2015,SEPTIEMBRE,16/09 - 20/09,297
PARQUE PATRICIOS,COMUNA 4,2015,SEPTIEMBRE,16/09 - 20/09,142
BOEDO,COMUNA 5,2015,SEPTIEMBRE,16/09 - 20/09,260
ALMAGRO,COMUNA 5,2015,SEPTIEMBRE,16/09 - 20/09,308
PARQUE RIVADAVIA,COMUNA 6,2015,SEPTIEMBRE,16/09 - 20/09,403
PARQUE CENTENARIO,COMUNA 6,2015,SEPTIEMBRE,16/09 - 20/09,436
PARQUE CHACABUCO,COMUNA 7,2015,SEPTIEMBRE,16/09 - 20/09,261
PUEYRREDON,COMUNA 7,2015,SEPTIEMBRE,16/09 - 20/09,130
SOLDATI,COMUNA 8,2015,SEPTIEMBRE,16/09 - 20/09,0
SUDAMERICA,COMUNA 8,2015,SEPTIEMBRE,16/09 - 20/09,63
PARQUE AVELLANEDA,COMUNA 9,2015,SEPTIEMBRE,16/09 - 20/09,160
PARQUE SANTOJANNI,COMUNA 9,2015,SEPTIEMBRE,16/09 - 20/09,50
VELEZ SARFIELD,COMUNA 10,2015,SEPTIEMBRE,16/09 - 20/09,271
DON BOSCO,COMUNA 10,2015,SEPTIEMBRE,16/09 - 20/09,329
ARISTOBULO DEL VALLE,COMUNA 11,2015,SEPTIEMBRE,16/09 - 20/09,372
ARENALES,COMUNA 11,2015,SEPTIEMBRE,16/09 - 20/09,559
ALEM,COMUNA 12,2015,SEPTIEMBRE,16/09 - 20/09,293
PARQUE SAAVEDRA,COMUNA 12,2015,SEPTIEMBRE,16/09 - 20/09,187
MANUEL BELGRANO,COMUNA 13,2015,SEPTIEMBRE,16/09 - 20/09,244
BALCARCE,COMUNA 13,2015,SEPTIEMBRE,16/09 - 20/09,204
PALERMO VIEJO,COMUNA 14,2015,SEPTIEMBRE,16/09 - 20/09,63
CASTELLI,COMUNA 14,2015,SEPTIEMBRE,16/09 - 20/09,107
GUEMES,COMUNA 14,2015,SEPTIEMBRE,16/09 - 20/09,183
25 DE AGOSTO,COMUNA 15,2015,SEPTIEMBRE,16/09 - 20/09,0
PARQUE LOS ANDES,COMUNA 15,2015,SEPTIEMBRE,16/09 - 20/09,135
SAN MARTIN,COMUNA 1,2015,SEPTIEMBRE,23/09 - 27/09,92
MUJERES ARGENTINAS,COMUNA 1,2015,SEPTIEMBRE,23/09 - 27/09,19
VERA PEÑALOZA,COMUNA 1,2015,SEPTIEMBRE,23/09 - 27/09,286
MITRE,COMUNA 2,2015,SEPTIEMBRE,23/09 - 27/09,142
MONSEÑOR DE ANDREA,COMUNA 2,2015,SEPTIEMBRE,23/09 - 27/09,238
1RO DE MAYO,COMUNA 3,2015,SEPTIEMBRE,23/09 - 27/09,228
VELAZCO IBARRA,COMUNA 3,2015,SEPTIEMBRE,23/09 - 27/09,39
COLOMBIA,COMUNA 4,2015,SEPTIEMBRE,23/09 - 27/09,231
PARQUE PATRICIOS,COMUNA 4,2015,SEPTIEMBRE,23/09 - 27/09,81
BOEDO,COMUNA 5,2015,SEPTIEMBRE,23/09 - 27/09,174
ALMAGRO,COMUNA 5,2015,SEPTIEMBRE,23/09 - 27/09,300
PARQUE RIVADAVIA,COMUNA 6,2015,SEPTIEMBRE,23/09 - 27/09,319
PARQUE CENTENARIO,COMUNA 6,2015,SEPTIEMBRE,23/09 - 27/09,375
PARQUE CHACABUCO,COMUNA 7,2015,SEPTIEMBRE,23/09 - 27/09,192
PUEYRREDON,COMUNA 7,2015,SEPTIEMBRE,23/09 - 27/09,116
SOLDATI,COMUNA 8,2015,SEPTIEMBRE,23/09 - 27/09,0
SUDAMERICA,COMUNA 8,2015,SEPTIEMBRE,23/09 - 27/09,56
PARQUE AVELLANEDA,COMUNA 9,2015,SEPTIEMBRE,23/09 - 27/09,169
PARQUE SANTOJANNI,COMUNA 9,2015,SEPTIEMBRE,23/09 - 27/09,48
VELEZ SARFIELD,COMUNA 10,2015,SEPTIEMBRE,23/09 - 27/09,246
DON BOSCO,COMUNA 10,2015,SEPTIEMBRE,23/09 - 27/09,375
ARISTOBULO DEL VALLE,COMUNA 11,2015,SEPTIEMBRE,23/09 - 27/09,347
ARENALES,COMUNA 11,2015,SEPTIEMBRE,23/09 - 27/09,506
ALEM,COMUNA 12,2015,SEPTIEMBRE,23/09 - 27/09,258
PARQUE SAAVEDRA,COMUNA 12,2015,SEPTIEMBRE,23/09 - 27/09,195
MANUEL BELGRANO,COMUNA 13,2015,SEPTIEMBRE,23/09 - 27/09,225
BALCARCE,COMUNA 13,2015,SEPTIEMBRE,23/09 - 27/09,186
PALERMO VIEJO,COMUNA 14,2015,SEPTIEMBRE,23/09 - 27/09,45
CASTELLI,COMUNA 14,2015,SEPTIEMBRE,23/09 - 27/09,72
GUEMES,COMUNA 14,2015,SEPTIEMBRE,23/09 - 27/09,148
25 DE AGOSTO,COMUNA 15,2015,SEPTIEMBRE,23/09 - 27/09,0
PARQUE LOS ANDES,COMUNA 15,2015,SEPTIEMBRE,23/09 - 27/09,128
SAN MARTIN,COMUNA 1,2015,OCTUBRE,30/09 - 04/10,102
MUJERES ARGENTINAS,COMUNA 1,2015,OCTUBRE,30/09 - 04/10,17
VERA PEÑALOZA,COMUNA 1,2015,OCTUBRE,30/09 - 04/10,241
MITRE,COMUNA 2,2015,OCTUBRE,30/09 - 04/10,126
MONSEÑOR DE ANDREA,COMUNA 2,2015,OCTUBRE,30/09 - 04/10,277
1RO DE MAYO,COMUNA 3,2015,OCTUBRE,30/09 - 04/10,202
VELAZCO IBARRA,COMUNA 3,2015,OCTUBRE,30/09 - 04/10,26
COLOMBIA,COMUNA 4,2015,OCTUBRE,30/09 - 04/10,254
PARQUE PATRICIOS,COMUNA 4,2015,OCTUBRE,30/09 - 04/10,202
BOEDO,COMUNA 5,2015,OCTUBRE,30/09 - 04/10,241
ALMAGRO,COMUNA 5,2015,OCTUBRE,30/09 - 04/10,268
PARQUE RIVADAVIA,COMUNA 6,2015,OCTUBRE,30/09 - 04/10,366
PARQUE CENTENARIO,COMUNA 6,2015,OCTUBRE,30/09 - 04/10,436
PARQUE CHACABUCO,COMUNA 7,2015,OCTUBRE,30/09 - 04/10,217
PUEYRREDON,COMUNA 7,2015,OCTUBRE,30/09 - 04/10,134
SOLDATI,COMUNA 8,2015,OCTUBRE,30/09 - 04/10,0
SUDAMERICA,COMUNA 8,2015,OCTUBRE,30/09 - 04/10,43
PARQUE AVELLANEDA,COMUNA 9,2015,OCTUBRE,30/09 - 04/10,162
PARQUE SANTOJANNI,COMUNA 9,2015,OCTUBRE,30/09 - 04/10,32
VELEZ SARFIELD,COMUNA 10,2015,OCTUBRE,30/09 - 04/10,231
DON BOSCO,COMUNA 10,2015,OCTUBRE,30/09 - 04/10,400
ARISTOBULO DEL VALLE,COMUNA 11,2015,OCTUBRE,30/09 - 04/10,354
ARENALES,COMUNA 11,2015,OCTUBRE,30/09 - 04/10,486
ALEM,COMUNA 12,2015,OCTUBRE,30/09 - 04/10,211
PARQUE SAAVEDRA,COMUNA 12,2015,OCTUBRE,30/09 - 04/10,199
MANUEL BELGRANO,COMUNA 13,2015,OCTUBRE,30/09 - 04/10,220
BALCARCE,COMUNA 13,2015,OCTUBRE,30/09 - 04/10,214
PALERMO VIEJO,COMUNA 14,2015,OCTUBRE,30/09 - 04/10,50
CASTELLI,COMUNA 14,2015,OCTUBRE,30/09 - 04/10,75
GUEMES,COMUNA 14,2015,OCTUBRE,30/09 - 04/10,174
25 DE AGOSTO,COMUNA 15,2015,OCTUBRE,30/09 - 04/10,0
PARQUE LOS ANDES,COMUNA 15,2015,OCTUBRE,30/09 - 04/10,152
SAN MARTIN,COMUNA 1,2015,OCTUBRE,07/10 - 11/10,106
MUJERES ARGENTINAS,COMUNA 1,2015,OCTUBRE,07/10 - 11/10,21
VERA PEÑALOZA,COMUNA 1,2015,OCTUBRE,07/10 - 11/10,301
MITRE,COMUNA 2,2015,OCTUBRE,07/10 - 11/10,180
MONSEÑOR DE ANDREA,COMUNA 2,2015,OCTUBRE,07/10 - 11/10,226
1RO DE MAYO,COMUNA 3,2015,OCTUBRE,07/10 - 11/10,189
VELAZCO IBARRA,COMUNA 3,2015,OCTUBRE,07/10 - 11/10,58
COLOMBIA,COMUNA 4,2015,OCTUBRE,07/10 - 11/10,175
PARQUE PATRICIOS,COMUNA 4,2015,OCTUBRE,07/10 - 11/10,129
BOEDO,COMUNA 5,2015,OCTUBRE,07/10 - 11/10,213
ALMAGRO,COMUNA 5,2015,OCTUBRE,07/10 - 11/10,256
PARQUE RIVADAVIA,COMUNA 6,2015,OCTUBRE,07/10 - 11/10,235
PARQUE CENTENARIO,COMUNA 6,2015,OCTUBRE,07/10 - 11/10,364
PARQUE CHACABUCO,COMUNA 7,2015,OCTUBRE,07/10 - 11/10,192
PUEYRREDON,COMUNA 7,2015,OCTUBRE,07/10 - 11/10,152
SOLDATI,COMUNA 8,2015,OCTUBRE,07/10 - 11/10,0
SUDAMERICA,COMUNA 8,2015,OCTUBRE,07/10 - 11/10,64
PARQUE AVELLANEDA,COMUNA 9,2015,OCTUBRE,07/10 - 11/10,136
PARQUE SANTOJANNI,COMUNA 9,2015,OCTUBRE,07/10 - 11/10,44
VELEZ SARFIELD,COMUNA 10,2015,OCTUBRE,07/10 - 11/10,204
DON BOSCO,COMUNA 10,2015,OCTUBRE,07/10 - 11/10,319
ARISTOBULO DEL VALLE,COMUNA 11,2015,OCTUBRE,07/10 - 11/10,321
ARENALES,COMUNA 11,2015,OCTUBRE,07/10 - 11/10,414
ALEM,COMUNA 12,2015,OCTUBRE,07/10 - 11/10,222
PARQUE SAAVEDRA,COMUNA 12,2015,OCTUBRE,07/10 - 11/10,250
MANUEL BELGRANO,COMUNA 13,2015,OCTUBRE,07/10 - 11/10,170
BALCARCE,COMUNA 13,2015,OCTUBRE,07/10 - 11/10,207
PALERMO VIEJO,COMUNA 14,2015,OCTUBRE,07/10 - 11/10,69
CASTELLI,COMUNA 14,2015,OCTUBRE,07/10 - 11/10,78
GUEMES,COMUNA 14,2015,OCTUBRE,07/10 - 11/10,155
25 DE AGOSTO,COMUNA 15,2015,OCTUBRE,07/10 - 11/10,0
PARQUE LOS ANDES,COMUNA 15,2015,OCTUBRE,07/10 - 11/10,131
SAN MARTIN,COMUNA 1,2015,OCTUBRE,14/10 - 18/10,108
MUJERES ARGENTINAS,COMUNA 1,2015,OCTUBRE,14/10 - 18/10,31
VERA PEÑALOZA,COMUNA 1,2015,OCTUBRE,14/10 - 18/10,163
MITRE,COMUNA 2,2015,OCTUBRE,14/10 - 18/10,171
MONSEÑOR DE ANDREA,COMUNA 2,2015,OCTUBRE,14/10 - 18/10,238
1RO DE MAYO,COMUNA 3,2015,OCTUBRE,14/10 - 18/10,231
VELAZCO IBARRA,COMUNA 3,2015,OCTUBRE,14/10 - 18/10,81
COLOMBIA,COMUNA 4,2015,OCTUBRE,14/10 - 18/10,279
PARQUE PATRICIOS,COMUNA 4,2015,OCTUBRE,14/10 - 18/10,140
BOEDO,COMUNA 5,2015,OCTUBRE,14/10 - 18/10,260
ALMAGRO,COMUNA 5,2015,OCTUBRE,14/10 - 18/10,292
PARQUE RIVADAVIA,COMUNA 6,2015,OCTUBRE,14/10 - 18/10,203
PARQUE CENTENARIO,COMUNA 6,2015,OCTUBRE,14/10 - 18/10,379
PARQUE CHACABUCO,COMUNA 7,2015,OCTUBRE,14/10 - 18/10,131
PUEYRREDON,COMUNA 7,2015,OCTUBRE,14/10 - 18/10,200
SOLDATI,COMUNA 8,2015,OCTUBRE,14/10 - 18/10,0
SUDAMERICA,COMUNA 8,2015,OCTUBRE,14/10 - 18/10,52
PARQUE AVELLANEDA,COMUNA 9,2015,OCTUBRE,14/10 - 18/10,148
PARQUE SANTOJANNI,COMUNA 9,2015,OCTUBRE,14/10 - 18/10,43
VELEZ SARFIELD,COMUNA 10,2015,OCTUBRE,14/10 - 18/10,227
DON BOSCO,COMUNA 10,2015,OCTUBRE,14/10 - 18/10,268
ARISTOBULO DEL VALLE,COMUNA 11,2015,OCTUBRE,14/10 - 18/10,330
ARENALES,COMUNA 11,2015,OCTUBRE,14/10 - 18/10,521
ALEM,COMUNA 12,2015,OCTUBRE,14/10 - 18/10,216
PARQUE SAAVEDRA,COMUNA 12,2015,OCTUBRE,14/10 - 18/10,280
MANUEL BELGRANO,COMUNA 13,2015,OCTUBRE,14/10 - 18/10,197
BALCARCE,COMUNA 13,2015,OCTUBRE,14/10 - 18/10,209
PALERMO VIEJO,COMUNA 14,2015,OCTUBRE,14/10 - 18/10,59
CASTELLI,COMUNA 14,2015,OCTUBRE,14/10 - 18/10,62
GUEMES,COMUNA 14,2015,OCTUBRE,14/10 - 18/10,136
25 DE AGOSTO,COMUNA 15,2015,OCTUBRE,14/10 - 18/10,0
PARQUE LOS ANDES,COMUNA 15,2015,OCTUBRE,14/10 - 18/10,137
SAN MARTIN,COMUNA 1,2015,OCTUBRE,21/10- 25/10,132
MUJERES ARGENTINAS,COMUNA 1,2015,OCTUBRE,21/10- 25/10,24
VERA PEÑALOZA,COMUNA 1,2015,OCTUBRE,21/10- 25/10,256
MITRE,COMUNA 2,2015,OCTUBRE,21/10- 25/10,170
MONSEÑOR DE ANDREA,COMUNA 2,2015,OCTUBRE,21/10- 25/10,199
1RO DE MAYO,COMUNA 3,2015,OCTUBRE,21/10- 25/10,219
VELAZCO IBARRA,COMUNA 3,2015,OCTUBRE,21/10- 25/10,71
COLOMBIA,COMUNA 4,2015,OCTUBRE,21/10- 25/10,231
PARQUE PATRICIOS,COMUNA 4,2015,OCTUBRE,21/10- 25/10,98
BOEDO,COMUNA 5,2015,OCTUBRE,21/10- 25/10,260
ALMAGRO,COMUNA 5,2015,OCTUBRE,21/10- 25/10,298
PARQUE RIVADAVIA,COMUNA 6,2015,OCTUBRE,21/10- 25/10,216
PARQUE CENTENARIO,COMUNA 6,2015,OCTUBRE,21/10- 25/10,281
PARQUE CHACABUCO,COMUNA 7,2015,OCTUBRE,21/10- 25/10,208
PUEYRREDON,COMUNA 7,2015,OCTUBRE,21/10- 25/10,92
SOLDATI,COMUNA 8,2015,OCTUBRE,21/10- 25/10,0
SUDAMERICA,COMUNA 8,2015,OCTUBRE,21/10- 25/10,50
PARQUE AVELLANEDA,COMUNA 9,2015,OCTUBRE,21/10- 25/10,160
PARQUE SANTOJANNI,COMUNA 9,2015,OCTUBRE,21/10- 25/10,31
VELEZ SARFIELD,COMUNA 10,2015,OCTUBRE,21/10- 25/10,247
DON BOSCO,COMUNA 10,2015,OCTUBRE,21/10- 25/10,262
ARISTOBULO DEL VALLE,COMUNA 11,2015,OCTUBRE,21/10- 25/10,270
ARENALES,COMUNA 11,2015,OCTUBRE,21/10- 25/10,427
ALEM,COMUNA 12,2015,OCTUBRE,21/10- 25/10,224
PARQUE SAAVEDRA,COMUNA 12,2015,OCTUBRE,21/10- 25/10,235
MANUEL BELGRANO,COMUNA 13,2015,OCTUBRE,21/10- 25/10,147
BALCARCE,COMUNA 13,2015,OCTUBRE,21/10- 25/10,175
PALERMO VIEJO,COMUNA 14,2015,OCTUBRE,21/10- 25/10,49
CASTELLI,COMUNA 14,2015,OCTUBRE,21/10- 25/10,60
GUEMES,COMUNA 14,2015,OCTUBRE,21/10- 25/10,138
25 DE AGOSTO,COMUNA 15,2015,OCTUBRE,21/10- 25/10,0
PARQUE LOS ANDES,COMUNA 15,2015,OCTUBRE,21/10- 25/10,125
SAN MARTIN,COMUNA 1,2015,OCTUBRE,28/10 - 01/11,116
MUJERES ARGENTINAS,COMUNA 1,2015,OCTUBRE,28/10 - 01/11,33
VERA PEÑALOZA,COMUNA 1,2015,OCTUBRE,28/10 - 01/11,305
MITRE,COMUNA 2,2015,OCTUBRE,28/10 - 01/11,198
MONSEÑOR DE ANDREA,COMUNA 2,2015,OCTUBRE,28/10 - 01/11,223
1RO DE MAYO,COMUNA 3,2015,OCTUBRE,28/10 - 01/11,194
VELAZCO IBARRA,COMUNA 3,2015,OCTUBRE,28/10 - 01/11,69
COLOMBIA,COMUNA 4,2015,OCTUBRE,28/10 - 01/11,217
PARQUE PATRICIOS,COMUNA 4,2015,OCTUBRE,28/10 - 01/11,162
BOEDO,COMUNA 5,2015,OCTUBRE,28/10 - 01/11,217
ALMAGRO,COMUNA 5,2015,OCTUBRE,28/10 - 01/11,321
PARQUE RIVADAVIA,COMUNA 6,2015,OCTUBRE,28/10 - 01/11,249
PARQUE CENTENARIO,COMUNA 6,2015,OCTUBRE,28/10 - 01/11,361
PARQUE CHACABUCO,COMUNA 7,2015,OCTUBRE,28/10 - 01/11,237
PUEYRREDON,COMUNA 7,2015,OCTUBRE,28/10 - 01/11,62
SOLDATI,COMUNA 8,2015,OCTUBRE,28/10 - 01/11,0
SUDAMERICA,COMUNA 8,2015,OCTUBRE,28/10 - 01/11,70
PARQUE AVELLANEDA,COMUNA 9,2015,OCTUBRE,28/10 - 01/11,158
PARQUE SANTOJANNI,COMUNA 9,2015,OCTUBRE,28/10 - 01/11,26
VELEZ SARFIELD,COMUNA 10,2015,OCTUBRE,28/10 - 01/11,175
DON BOSCO,COMUNA 10,2015,OCTUBRE,28/10 - 01/11,302
ARISTOBULO DEL VALLE,COMUNA 11,2015,OCTUBRE,28/10 - 01/11,319
ARENALES,COMUNA 11,2015,OCTUBRE,28/10 - 01/11,604
ALEM,COMUNA 12,2015,OCTUBRE,28/10 - 01/11,235
PARQUE SAAVEDRA,COMUNA 12,2015,OCTUBRE,28/10 - 01/11,162
MANUEL BELGRANO,COMUNA 13,2015,OCTUBRE,28/10 - 01/11,185
BALCARCE,COMUNA 13,2015,OCTUBRE,28/10 - 01/11,148
PALERMO VIEJO,COMUNA 14,2015,OCTUBRE,28/10 - 01/11,62
CASTELLI,COMUNA 14,2015,OCTUBRE,28/10 - 01/11,56
GUEMES,COMUNA 14,2015,OCTUBRE,28/10 - 01/11,168
25 DE AGOSTO,COMUNA 15,2015,OCTUBRE,28/10 - 01/11,0
PARQUE LOS ANDES,COMUNA 15,2015,OCTUBRE,28/10 - 01/11,163
SAN MARTIN,COMUNA 1,2015,NOVIEMBRE,04/11 - 08/11,150
MUJERES ARGENTINAS,COMUNA 1,2015,NOVIEMBRE,04/11 - 08/11,27
VERA PEÑALOZA,COMUNA 1,2015,NOVIEMBRE,04/11 - 08/11,316
MITRE,COMUNA 2,2015,NOVIEMBRE,04/11 - 08/11,175
MONSEÑOR DE ANDREA,COMUNA 2,2015,NOVIEMBRE,04/11 - 08/11,264
1RO DE MAYO,COMUNA 3,2015,NOVIEMBRE,04/11 - 08/11,288
VELAZCO IBARRA,COMUNA 3,2015,NOVIEMBRE,04/11 - 08/11,54
COLOMBIA,COMUNA 4,2015,NOVIEMBRE,04/11 - 08/11,263
PARQUE PATRICIOS,COMUNA 4,2015,NOVIEMBRE,04/11 - 08/11,144
BOEDO,COMUNA 5,2015,NOVIEMBRE,04/11 - 08/11,309
ALMAGRO,COMUNA 5,2015,NOVIEMBRE,04/11 - 08/11,426
PARQUE RIVADAVIA,COMUNA 6,2015,NOVIEMBRE,04/11 - 08/11,220
PARQUE CENTENARIO,COMUNA 6,2015,NOVIEMBRE,04/11 - 08/11,363
PARQUE CHACABUCO,COMUNA 7,2015,NOVIEMBRE,04/11 - 08/11,196
PUEYRREDON,COMUNA 7,2015,NOVIEMBRE,04/11 - 08/11,109
SOLDATI,COMUNA 8,2015,NOVIEMBRE,04/11 - 08/11,0
SUDAMERICA,COMUNA 8,2015,NOVIEMBRE,04/11 - 08/11,47
PARQUE AVELLANEDA,COMUNA 9,2015,NOVIEMBRE,04/11 - 08/11,158
PARQUE SANTOJANNI,COMUNA 9,2015,NOVIEMBRE,04/11 - 08/11,42
VELEZ SARFIELD,COMUNA 10,2015,NOVIEMBRE,04/11 - 08/11,212
DON BOSCO,COMUNA 10,2015,NOVIEMBRE,04/11 - 08/11,350
ARISTOBULO DEL VALLE,COMUNA 11,2015,NOVIEMBRE,04/11 - 08/11,380
ARENALES,COMUNA 11,2015,NOVIEMBRE,04/11 - 08/11,499
